F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Class
-1.807528022,0.052186549,0.174559917,1.089418056,3.152157289,0.818153763,0.128160209,-0.130210383,1.578963861,1.551478298,0
-1.268665911,-0.807032797,2.61303508,4.601873216,0.259832299,-1.137983271,-1.813325087,-2.076527734,0.248541667,-0.988571991,0
-1.814608155,1.403404032,0.84525026,-2.90225502,-1.626141439,-2.589018506,-0.013545426,0.164947601,1.422865718,1.1007221,2
-0.587640628,-1.255244818,-1.473815427,0.273730917,0.701673272,-0.25664711,-1.290987648,1.794134064,-0.50920346,2.88642873,0
-0.14899053,0.572996123,2.205806256,1.850855353,0.401748408,-0.461049363,-1.119612474,2.201873365,-0.408174886,0.306713875,0
0.66099828,-0.574884856,-1.527775129,0.12024715,-0.830485804,-1.866026628,0.339652607,-2.452889693,-1.00334207,-0.010191166,1
0.879619044,-0.614882923,-0.100224795,1.886053319,1.711456112,2.436213538,0.167031462,-0.866040764,0.015023101,-0.40998931,0
-2.281703089,-0.984801026,-2.396460257,-1.087127005,0.397413676,1.831840993,0.648599548,0.680846459,-1.555027398,1.021602582,1
0.349784195,0.979385989,0.836806531,0.142688352,-0.145366143,0.090467984,-0.783000725,0.373629241,0.289392802,-3.626422886,2
-0.911868983,0.352909836,1.016432695,0.389111662,0.035842372,0.657775927,0.611134895,-1.306732571,0.812017607,-0.100801843,2
0.83310964,0.180098046,-0.050784002,-1.466043652,-0.780032005,2.057849396,-2.642338205,0.046269993,0.850980538,-1.814373141,1
1.908377507,0.167025011,1.740564203,1.483298033,-2.83073296,0.562063807,1.851194216,-1.100800634,-0.365225018,-1.043989119,1
0.139242782,1.504534592,-0.660499662,0.383557742,-0.784183142,0.522574448,-0.279197038,-0.496349362,0.434290434,-0.175761499,0
-0.765336535,0.471614785,-2.173931208,2.024318705,-0.459544852,2.76321881,0.159714968,0.168207919,-1.158407223,0.652934599,0
1.158025677,-0.867080976,-2.601618778,0.272733713,-2.853691724,-1.223593316,-0.349415247,1.068495621,-0.922892879,-0.14982035,1
-0.410025542,-0.959110689,2.750585319,-0.365674616,-2.518133559,0.172430949,-0.542715942,0.862323323,-0.184442083,-2.432155255,2
1.588410155,0.352229955,-0.633135841,-1.865811711,-0.568011731,0.405339758,1.000205222,0.50794116,0.980836607,1.84594651,1
0.203430885,-0.233127273,1.718017564,4.022779381,0.752042887,0.801756746,0.622009687,-0.910171417,0.606399018,-2.078588763,0
0.209068154,0.086421916,1.51797367,-2.897368919,-3.136445349,-0.757214281,-0.458265826,0.05497286,1.843827495,-0.753511307,2
-1.128539834,1.042929616,1.060340164,0.782635054,-1.07587731,-2.540679651,-2.173186179,-0.074556267,1.436111942,-1.241973333,2
-1.767196199,-0.721802812,-1.58711452,-1.581284354,0.520450277,2.685311166,1.139827025,-0.488283077,-0.327778492,-1.670816423,0
-0.332701122,0.112920015,-3.219893842,-1.854962844,-1.453934098,-0.534362052,0.833444366,-0.037414057,-0.316000716,-0.032712668,1
0.334559181,0.324925871,-1.051970884,0.100733725,-1.007946818,0.055042506,-0.04080967,-1.117465279,1.434528385,0.818898928,0
-0.044679486,0.859251944,-0.065502019,0.625455848,0.853890152,2.493219093,-0.253984245,0.854232727,2.100371094,-2.771724292,0
-0.379391216,0.931728994,1.627265571,3.854992555,0.175005662,-2.84794223,0.493576939,1.553460234,1.664846957,-0.022535456,0
0.530513879,1.276266282,-0.782672925,-0.267527394,-2.976020436,-0.281387807,-0.775317103,-0.277844608,-0.988819461,-0.761914127,1
0.393426058,-1.29022804,-1.149805438,-0.283122783,0.466380748,-1.251305182,1.464114877,-0.851599377,-1.019031293,0.96690437,0
-1.185408861,0.216936516,-0.769953533,-1.927773989,-1.534524344,0.387002419,0.601443459,-0.86559477,0.003481566,-0.743591669,1
1.022689729,0.606950626,-1.766249851,-0.286991033,-1.90730688,-1.378610284,0.682852681,1.983969293,0.115756266,0.616454786,1
0.195755897,-0.834858119,1.021348214,-0.621549036,-0.308742793,-1.48223303,-0.635584098,0.155884206,0.337956617,-1.081672297,2
0.473659121,0.764288954,1.158537387,-1.704601368,-1.241520226,1.740485801,0.204101168,-0.911943234,0.261932156,-1.532159256,1
-0.159280927,-0.678392262,-1.917259793,-1.034694213,-1.317897386,-0.23898556,-1.475325384,1.143230814,-0.849738755,1.120904986,1
-0.896390414,-0.109731594,-0.834737933,-1.510242428,-0.658970701,-0.440216667,-0.051930259,1.006911318,0.143701496,1.359427651,1
0.29313107,1.130670337,1.18605639,-0.812070579,-1.494946562,-1.961938709,-1.157008628,0.198556545,0.289291476,-0.754358813,2
1.924586706,-0.545769868,1.339260419,-0.771975191,2.874303555,3.145993096,-0.343280725,-1.1683697,0.171338617,-1.466181377,0
0.213721022,-1.245960452,-0.371435854,-2.360805298,0.496430769,-1.143500729,-1.089063084,0.415124899,1.231166093,-0.238290851,1
1.337141361,1.289993627,2.271855935,3.965490546,0.985884698,0.422567699,-1.224701373,0.621179908,0.515431034,-1.718241905,0
-1.685064102,-0.97525685,3.424606898,-0.28822649,2.804687591,1.700391273,-2.056606886,0.082570398,-0.520089448,0.261371574,0
-1.073381437,0.526963955,-0.459269283,-0.812781029,0.787466503,0.028313125,0.45644465,0.383175004,0.630547366,0.7150679,2
1.221951643,0.852126583,0.347881097,-1.75654763,0.67852271,-4.169608704,-0.832380682,-1.039666301,0.426130095,-2.745653897,1
0.241834662,-0.600661952,-1.112414195,-0.872657681,0.649032655,1.202898442,-0.109846256,-0.534985623,-0.214966827,-1.832288621,0
-0.553200854,-0.113741407,-0.586517907,0.39126196,3.710700772,-0.027149294,0.621552305,0.14692775,0.363254187,1.22884609,0
0.083515617,0.003287408,-0.223651462,0.900121943,0.658934113,-2.533760136,2.193109598,-0.090712708,0.851363007,0.014491356,0
-1.534097162,0.23789934,-2.081550078,-1.996146201,1.938505306,-1.844409394,0.730125086,0.432455707,-1.807514375,2.289785286,2
-0.371480766,1.116042346,-2.046415779,-0.093395131,0.92439093,2.555607603,-1.304240075,0.986427528,0.079855461,-1.657674927,1
0.959812408,-1.514084073,-0.631493917,-0.705368351,1.116240908,-1.176487103,-0.453506016,-0.06136718,1.144671274,0.575288675,2
0.403724889,-0.716187587,5.367829786,3.878973058,1.776753014,-0.88050433,-0.527443789,-1.097083539,0.788920165,1.129719304,0
0.04536417,-0.059278369,-1.194702784,-0.104907633,0.015976519,0.975562302,-0.116384292,0.52968207,1.507050761,2.435837529,1
-1.124236195,-3.304544279,-0.207388088,1.258970789,-0.004495472,1.644874773,1.261583807,1.125212516,1.53339974,-1.870691649,0
-1.154356673,0.562988038,-0.214103388,-0.494457144,-1.718877466,-1.080555325,1.343859608,-0.03936391,-0.390714318,0.57348139,2
0.347976669,-0.868003281,4.004097232,-2.010764311,-3.650519731,1.635778982,-0.149385237,1.277569682,0.227377454,-3.773333086,2
-1.424362802,-0.537223705,0.252054416,0.712870192,-1.650766212,1.754971502,-0.858536983,1.079120811,0.675286576,-2.106089847,1
-2.057143636,-0.0258448,-1.203277799,1.350926484,-2.399782804,-0.360117283,-1.492737229,-1.36467952,-0.337970365,4.533296778,1
-0.782455787,0.581468647,-1.025372394,0.466029575,0.649090899,0.055035666,1.994210989,1.115315276,0.20207244,-1.702177114,0
1.422000193,0.333196715,-2.836526368,2.520397859,-4.493133104,-0.127776657,1.436037883,1.925796567,-0.163445805,5.196703598,1
0.86210242,-0.029196761,0.234693191,-0.824653061,0.354418254,-2.331623586,1.264122043,-2.585417481,-0.477025697,-0.006488239,1
-0.028818963,-0.297895918,-2.253832371,0.12303171,-1.66584281,-0.148195177,0.253214776,-1.182707999,-0.866392939,3.242946772,0
-0.558565619,0.057240565,-2.37043543,-0.482057589,-2.180386508,-1.778955731,0.282631128,0.586149821,1.354110214,-0.959197099,2
-0.261938572,1.276445956,-0.164174619,-2.460682098,0.244149466,-1.706498826,-0.248627451,-0.175529659,0.579736913,-0.517835479,1
-0.073197926,0.38385333,-2.952039845,0.190568582,-0.487065853,-0.22594457,-0.533936609,-0.065781811,-1.723905702,3.027421498,0
0.604500933,0.719388637,-0.466249217,-3.407799444,-0.20593343,0.311921785,-0.187828348,0.167604722,0.502097298,0.448106285,1
-0.191699163,0.34299302,-2.012693866,-0.19268776,2.16845951,0.073302891,0.531770891,0.307194286,0.819407137,1.81978843,0
1.103362539,0.116506536,-0.120958317,1.169509329,0.042989535,0.724503527,-0.178779229,-0.220078987,0.100718123,-1.132514618,0
0.091815098,-1.349985582,-1.554276335,1.757952438,0.231952166,-0.780200899,1.113534696,0.024107019,0.625191668,-2.553930131,0
-0.086574461,-2.56227101,1.042820878,-4.192520307,-0.348242204,0.082609326,-1.401712227,0.306173145,0.689413896,-1.642466878,2
-0.396160968,0.003968545,-0.400552431,-0.779049473,2.234298128,-1.518746886,-1.709998744,0.349791497,1.239323176,-0.514040373,2
0.065246417,0.807171486,-0.555562553,0.19429768,0.691075673,2.65216652,-1.265686169,-1.355398417,0.733693711,-2.402606919,0
-2.541627525,0.837393822,-1.110086919,-0.156332022,-0.284810465,-1.268856328,-0.12740281,1.573120304,0.344662119,2.815312061,1
0.578012904,0.77950907,-0.811561324,-0.858959012,1.121214927,-1.58458859,2.12529786,-2.282166204,1.477265843,0.62473083,2
-1.494192968,0.286132654,-0.967191038,0.909108735,0.610756229,-1.588870365,1.051144279,0.455808163,-0.803735335,0.352728195,2
0.791999496,2.104542632,-2.67305117,-0.425078763,1.26089074,2.723343142,-1.904070078,-0.719714138,-0.129700671,-1.912196788,1
0.367009694,0.15681837,-0.172750895,0.752526143,-0.008359184,0.095149908,0.283091758,1.191610775,-0.549402198,-0.681778479,2
0.212071532,0.504999549,-2.586286389,-2.026877027,2.12677362,-3.11184889,0.201599711,0.027075174,-1.44025351,1.883847019,2
0.53618625,0.278378632,-1.511503237,-1.273970079,-0.883502414,0.03199856,-1.601223417,-0.298208794,1.863727334,0.925557377,1
-0.237215332,-0.473687023,2.504302003,-1.431146422,1.892689204,1.625710524,-0.381383879,0.863741804,-0.853112273,1.097298578,0
1.513051332,-0.360599488,0.96085971,-0.581159758,3.476284178,-1.927389606,-0.273492824,-0.486921286,0.210874544,1.162087293,2
1.157243201,-1.008377637,4.224133109,1.18833649,0.622228728,1.024907006,0.94211835,-0.46459444,-1.801357241,1.877988353,0
-0.675334199,-3.453357093,-1.214184851,2.086852837,0.965553079,2.575723511,-0.503638733,-0.636831072,0.396349518,1.720587834,0
0.74512988,-0.964807367,1.391120709,0.799976578,2.005882765,2.298224585,-0.251791591,2.889331945,-0.087860169,-1.805053682,0
0.314282353,1.050951712,1.954003897,1.419318717,0.353804469,-0.631943511,1.750395058,1.221173924,0.269692535,0.450388137,0
-0.156349399,-0.154262922,-1.076527944,-2.197536232,-0.944514462,-0.232055412,0.489023116,0.005753035,0.607147793,0.959927455,1
-0.557690688,-0.811213313,1.052887356,0.521438586,0.906769667,1.115364811,1.066418107,-0.960613718,-0.739828936,-0.716624489,0
1.519518104,0.479633106,0.493897226,1.28989095,0.879466075,2.24098786,-1.024756458,-0.272514648,1.795084871,-2.586506266,0
-1.359290241,0.891436545,-0.85018387,-1.094773917,-0.131693468,-2.039129303,0.341847379,0.391125388,-2.393826692,-0.707159685,1
0.489315543,1.182049251,-1.331620221,-0.263207863,-0.901632966,1.500077045,-1.830317598,-0.277947295,0.175639344,-1.474930791,1
0.168421659,1.651406884,-0.544360693,-1.044873565,-1.092599403,-2.091397738,0.081620632,0.925935099,0.944059626,0.824572127,1
-0.649766732,1.52697548,-1.304691039,0.373054603,1.161967152,0.055649993,-0.063901494,-0.276634254,0.953738812,0.932140543,0
0.572514,0.032362682,0.737052178,-0.016244107,-1.469670525,1.973017269,-1.211155693,1.94874218,0.203420719,-2.049616466,1
0.144192291,0.593689814,0.199817912,0.469978638,1.4834608,3.228682361,1.206567206,-0.064740246,-0.9354947,-2.255271581,0
0.783061208,-0.834267082,0.94640805,-0.467332369,2.216001497,4.171375403,-0.972105128,-0.014412123,1.694218568,-2.257676566,0
-0.171720797,1.338942882,1.929060585,-1.887937328,-1.381541359,0.564953756,0.195865658,-0.841675372,0.833299393,-2.210824511,2
-0.616510883,0.378363841,-0.306037296,-0.112312801,-0.751536428,-0.080947384,0.285693482,-1.443178519,0.765379183,0.103092134,2
0.843943624,2.457746268,-2.394759851,-0.039170735,-0.343312964,0.174233435,0.037979785,-0.034317481,-1.472444852,1.276966567,0
0.44080129,0.861726133,0.768605447,-0.297216342,-1.480769354,1.399259598,-1.433349256,-2.378135313,-1.064448415,-1.534902141,1
0.688618301,-0.99880128,-0.383597105,2.129178838,2.522521891,2.010995169,-0.027074264,-1.173435064,0.639689076,0.905256975,0
0.26161866,1.37899106,0.187863274,-1.366361555,1.589716148,2.701043658,-1.369848686,0.852934042,0.662861565,-1.019974522,0
-0.45491587,-0.9826781,-2.733127985,-1.276305909,-1.013392511,-1.48034018,0.390057639,0.129383961,0.213236221,2.827974746,0
1.210725889,-0.91613516,-0.724627479,-0.283872257,-0.651719239,-1.629841599,1.305552893,1.109957385,-1.381278962,0.79837437,1
0.787764491,0.115858855,-0.340540823,-0.552876449,0.443791741,-1.532938887,-0.98453394,1.220522341,-0.337752078,0.702752281,2
0.373027658,0.381373952,-1.285276403,-0.10613103,0.814102207,0.531667922,0.235664596,0.250156504,-1.578291167,-1.285084603,0
-0.681111377,0.153347822,-2.799897104,-2.139305015,1.622082341,-1.585277359,-0.230263847,1.561648618,-0.4218977,1.857390498,2
1.234282473,-1.186347077,2.14538701,0.469117703,1.965489482,0.925996718,-0.131142909,1.936500949,-0.410763966,-0.147832979,0
0.796570436,2.275176212,-2.086267692,-1.436001981,1.285170666,2.670885942,0.408784239,0.81720763,0.952886538,-1.778205593,1
0.297315183,0.000738051,0.300513203,-0.135649614,1.003849976,0.695056326,1.686588047,-0.814801186,-0.162903365,0.201077814,2
0.229967473,0.235454446,-0.097805159,-0.527624635,-0.787970455,-2.011885314,0.454089217,1.212417521,-0.360938984,1.941468278,0
-1.367616561,0.308574766,1.716066722,-1.032794069,-3.87793156,-0.8649764,0.394779582,0.985316992,1.030506972,-1.552730198,2
-0.088838932,0.017801275,2.464749278,1.613945424,-1.217988214,0.129206998,0.103075491,-2.248967049,1.089633511,-3.352018828,2
-1.020294395,0.957313229,-2.998670416,-2.224552802,1.622146406,-0.573631259,-0.135308797,-0.840839984,-0.170863004,2.014426847,2
0.568171872,0.382175954,-1.079422729,0.305214425,0.720493977,1.258774591,-0.503821548,-0.468264132,1.203131411,-1.979706375,0
0.72694006,-2.03559853,4.335966435,0.26816478,3.102200353,0.522795599,1.059451618,1.622320884,0.698890501,1.288488817,0
-0.932039211,0.830774424,-1.444287841,-1.917786963,-0.685040539,0.036503717,-0.261439714,1.364585325,-2.115961918,0.184880269,1
-0.564569042,-1.05037039,1.203960579,-0.556122683,-0.871632192,0.292347719,-1.876216487,-0.511329042,-0.085340506,-1.782695551,2
0.140601903,-2.179433792,-1.200567248,1.601485272,1.115374933,1.575002892,-1.484861246,0.604376247,0.20283447,1.668184116,0
0.678041743,-0.104866851,-2.447226396,-1.941366113,0.995852043,-1.179694527,0.586793585,-1.586428773,-0.244420326,1.927379844,2
-0.286867955,-0.163605304,0.134068153,0.308932746,-1.046949494,0.5549411,-0.882108435,-0.575839073,0.339639919,-0.689706657,2
0.33743345,0.833362096,-0.976443171,-1.367262707,-0.967364237,0.128472269,-0.571854163,-2.250213323,-0.393544833,1.970337933,1
-0.44061882,-0.162495077,0.622602787,0.092745935,1.002489525,-2.071955791,-1.273901543,0.442406079,-0.23741434,-0.512284316,2
-1.748613311,0.250895841,-0.458063061,-0.575416441,0.598964288,-1.53154027,0.601532514,0.957863008,0.59966793,0.360602718,2
0.13363598,-0.320306142,3.671740865,2.589728866,0.612193437,0.511655833,-0.27030854,1.384862695,0.487866883,0.29490507,0
0.148678274,0.957059567,-1.461264561,-0.447240186,-2.254481504,-0.512222197,1.737103597,2.849945446,0.681319223,2.469086371,1
0.580616272,1.344922533,1.321272908,-1.937881432,-2.906691966,-2.059780019,0.059844463,-0.00893309,-1.105889257,-0.627893011,2
0.909169257,-1.201992018,-1.86453008,1.10165691,-2.644600074,0.270708172,-0.018193677,-0.870626485,0.595727861,-1.322771189,1
0.134223649,-0.272146738,-1.049704719,-0.631226306,-0.352395368,-0.35574209,-0.382224775,-1.858719528,0.32541456,0.343200943,2
0.893296033,0.976692771,1.766642171,0.585707325,-1.086494899,2.134729184,0.464562961,-0.433658864,0.020640146,-1.903479495,1
0.914946913,2.122837507,2.481095439,0.211598841,0.464560246,1.770551459,-0.01951759,1.663467234,1.440347984,0.753685392,0
-0.294418899,-1.009887364,1.105222519,2.848437967,2.842357676,2.394514102,0.829747794,3.015858886,0.394082465,-0.151739789,0
-0.466691581,-0.05048377,-1.349349225,0.698874279,-0.012608151,0.904179663,0.111441199,0.762437135,-0.193100843,-1.376620826,0
-0.299366297,0.543096314,-1.47918047,-1.411446667,-1.396701246,0.351001927,-1.249769678,1.327115737,0.485381014,2.048811051,1
-0.046502345,1.590923529,-0.439190951,0.36717779,0.951428909,0.048097164,0.576685816,-0.719697188,0.997448739,1.127694705,0
-1.386664239,0.619528026,0.281349505,2.639081368,0.659014538,3.017834799,-1.240523355,0.463449706,0.51811217,-0.54462853,0
0.407351872,-0.48125854,-2.448100909,-1.682145323,0.771561934,-2.383848289,-0.514550008,0.955638019,-0.736808915,1.673760615,2
-2.208144326,-0.957118148,-0.47008388,-0.086767436,-1.325230002,-0.845803597,-0.37558181,-2.41256879,-0.29897486,2.191713853,1
-0.249190499,-0.980587876,-1.533549515,-1.565156402,2.816558827,-1.458641197,-0.84412887,1.118395766,-0.206835578,1.556622828,2
-1.641714661,1.55868161,-1.2593328,-1.011333682,-1.395992855,-1.891656814,0.242675919,-0.970523411,-0.929261894,0.010572843,1
-1.623353396,0.298885895,-0.790049568,1.143662494,2.959207891,-1.659614886,1.009403074,0.672742091,-0.29903397,-0.108760226,2
-0.179770575,-0.71870635,-1.330293613,0.574682804,1.599213679,-1.552494602,0.472124432,1.747980813,0.2757239,0.016205514,2
0.449458716,-0.181611317,0.456812622,-1.520375452,1.649857026,1.841363969,-1.647224479,0.245888847,1.003560582,-0.259069858,0
0.564893119,1.505592707,-1.367703895,-1.345516425,-0.280185332,0.235231691,-0.717469643,-1.037122508,-1.092330986,1.232455422,1
0.4507314,1.018909771,-0.568775044,0.796253779,0.87980108,0.612826707,-0.333583421,-0.126339015,0.816359836,1.059514402,0
0.43425474,-0.850163647,0.077995991,1.431639008,0.161658273,1.410190907,-0.8153306,1.359804944,0.4328562,0.973862963,0
0.340310504,-0.988367974,-3.206277359,1.067313819,-3.969718669,-1.191811177,-1.511902359,-2.191375549,-0.480902305,2.460543658,1
0.761533252,-0.647532419,-0.859729902,-1.090592727,-0.398425776,-1.37910249,0.353148601,0.785501925,-0.275132533,0.380072194,1
0.142727284,-0.112560192,-1.126904176,1.305499141,3.288826042,-0.380404372,-0.346071432,1.452269958,1.094557292,4.355785624,0
0.369736395,-0.199668329,0.039240299,2.397296265,0.08667148,-1.319325858,0.783782869,0.029992444,1.624278882,-1.147347383,0
-1.09387086,1.059624213,-2.422183914,-1.748526956,1.366699763,-2.331369278,-1.029619265,0.69338819,-0.921137652,1.611939069,2
0.140249147,0.537345106,1.74945386,-0.381183893,-1.949049046,-1.310739264,-1.445836516,-1.339590785,-1.692064301,-1.717785021,2
1.197350259,-0.707256418,-1.516326173,-1.19672515,0.65006505,-2.116046687,-0.116992468,0.705911046,-1.420867932,1.916594665,0
-0.736008112,0.52436804,-4.070772712,-3.494016741,0.729612958,0.410127745,-0.34626671,0.485442863,-0.021710892,-0.061343135,1
0.698152983,1.629157511,-1.97068987,-1.102483842,-2.764145942,-2.032025896,1.401158938,0.096880064,1.467360774,0.425380022,1
-2.343664948,-0.664734795,-2.453792451,-1.989214774,1.355345704,-0.444742158,-0.460618582,-0.663422035,0.893775019,2.188358931,2
-0.336783057,-0.299556769,1.166380843,1.63347003,0.30297392,0.716006965,0.845230818,0.662004905,-1.299299202,-0.682437134,0
-0.710072967,-1.627684169,-0.644157164,1.005918596,2.696152846,1.128436635,0.620683459,-0.046407209,-0.115302713,0.914732806,0
0.438213016,1.332054752,0.467821024,2.931382117,1.304880928,2.629499649,-0.689316741,-0.005582627,0.169641591,-3.7494504,0
-0.227182012,1.263601914,2.28618145,1.33284086,1.370574511,2.194085379,-2.316161783,-0.477113714,-2.477759819,-0.855249283,0
0.818252046,-0.438975529,-0.001656253,-0.4243968,1.106803826,1.282296993,-0.127812304,-1.548924063,0.561195607,-0.98470594,0
-0.957250559,-0.788820752,-0.055047152,-0.326076312,-0.334848342,-2.287957288,0.992804857,-0.062151335,0.177666796,0.275185479,1
-0.522506993,-1.034970137,-0.993595627,1.095169038,-2.042236346,-2.266918525,1.453033328,1.441559812,-1.185244816,1.646267033,1
0.603441341,1.722784734,-4.092461638,-1.278426987,0.66269223,2.211908057,0.518739804,-2.35896152,2.278854454,-2.072864822,1
-1.04005752,0.883215474,-0.663732491,2.758185749,-0.633456552,-1.037633117,0.006958849,0.584809487,-0.514072939,-1.704910338,0
1.306237568,-0.233494279,0.892926187,-0.248731686,-2.799489063,0.539413402,0.119310523,0.36915568,0.888143744,-1.342874082,1
0.075574125,1.170908226,-1.58362301,-0.483918181,0.005896247,2.192087941,0.330608246,-0.944432097,1.054953264,-1.71374384,0
-1.702959896,-0.788110539,-1.124610264,2.595294562,0.787230098,2.772349151,-0.533072504,0.845487535,0.356385185,0.779701216,0
-2.627228253,0.923153773,-0.82358997,-1.099649374,2.285989808,-2.93599231,-1.817799392,-0.006994942,0.308619689,1.086508612,2
2.083494596,-1.241782166,-2.097719053,-1.585457004,-1.811933274,0.038690362,-2.32275123,0.812214706,-1.555943749,0.673407271,1
0.402178662,0.505788345,-1.243390449,1.735345375,-0.499687838,1.494832459,0.107056778,-0.842274086,1.417480316,2.237367736,0
0.700212311,-0.126097114,-4.208655028,-3.220301079,0.032674108,0.463274216,-0.944623551,0.802041601,-0.657519386,-0.507757177,1
0.337642082,2.372615156,0.444263534,-0.050879376,0.231694447,-1.274249734,-0.265889167,0.415677669,-0.828783756,-0.13890504,2
-0.019367379,0.271598083,-1.736792648,-1.891608741,-0.200132802,1.021259773,-0.091479662,2.269061684,2.190809468,-0.647400307,1
-0.760298623,1.391085142,-1.507761973,-1.718526801,2.054153262,-2.498250092,0.926554216,-0.778481178,0.554329048,2.026596,2
-0.810075234,0.161774893,0.703408947,2.179965131,-0.29454808,2.291444391,-1.482780926,-0.408333597,0.627573699,-0.50646176,0
2.163654371,1.900870523,-0.037144118,-0.827884132,-0.583967271,-1.441095348,-1.482032108,-0.822704811,-1.124744865,-0.877797787,2
-0.2745533,-0.064213416,-1.713426927,-1.121595403,0.459974497,1.631950436,0.577914466,0.157696318,-0.855804192,-0.898290765,1
0.422183112,0.302766179,0.8359311,2.158052863,0.422922163,-0.306110587,0.985831359,0.496180145,1.035693239,-1.413872292,0
-0.734227447,0.417464346,-2.126704686,-0.588136539,5.46056452,-1.607920077,1.92617284,-2.087867437,0.173051285,-0.19413233,0
-0.6711014,0.261055431,1.683692245,-2.163539077,1.145313873,3.93882088,-0.863999292,0.859194384,1.321179564,-2.35230581,1
0.895341144,-0.445401795,-0.904819627,-3.457704235,1.083801602,0.203449024,-0.299307459,-1.890998397,0.382290483,0.956343618,0
-0.521831614,-0.078147797,-4.963113262,-3.071936685,-0.889692824,-0.33408937,1.529984157,-0.930803859,0.066350368,-0.122913025,1
-0.220901609,0.865023127,-0.58028531,2.850582879,-0.425330458,0.750728969,1.077479044,-1.634829698,0.069964816,-2.238751558,0
0.756079229,-0.906103224,-0.438840821,-1.269926173,-0.282795446,-0.762541705,-1.204249691,1.566379591,1.346296428,1.421956896,1
0.606202368,0.432307588,-2.065144034,2.697526979,-0.610938004,-1.020712946,0.213492079,0.332852813,-0.566031708,-2.843726307,0
1.012020611,-1.07047646,-0.997545285,-1.635727925,3.306643815,-0.180483593,-0.084703445,0.728372409,0.551486806,2.319693113,2
0.325463715,0.781412787,-1.994929965,-0.558536116,-2.540552231,-0.94600678,-0.115554934,1.970319483,-1.025291306,1.53155835,1
1.538169244,1.365833018,-0.344949335,-0.614077371,1.370231903,-1.584313635,-1.256691182,-0.543549722,-0.382201368,0.854204188,2
-0.817748964,-0.646036433,-0.593905748,-0.06413678,0.00832427,0.555910712,-0.851723564,1.416420062,0.285071804,2.565225779,1
-0.020579544,-1.649120513,-3.503386633,-0.442309264,0.601293781,0.100455114,-1.888758719,-0.343558557,-1.203957662,1.650696633,0
-1.622342182,-0.585414699,-1.806754611,-2.10345188,4.187443232,-2.197415149,-0.081872214,0.566638973,-0.701464889,2.463823144,2
-1.34932686,-0.533279135,-1.010544878,0.137569232,-0.913176562,1.834958155,-0.066824555,0.376082142,0.962365252,-1.753815671,1
1.359320717,1.247449397,-0.647671952,-0.044321502,-0.63260498,-3.080114433,1.135731026,1.365896914,0.67123174,-0.292634107,1
1.264772359,0.101198715,0.321000506,-0.702373373,3.405803376,-2.841778473,0.701593596,-0.041994274,0.73545276,0.923497802,2
1.614921739,0.126144462,0.302221424,-3.008411969,-0.332000784,-1.6209234,0.79004997,0.54596925,0.327766431,0.803552919,2
0.032559996,-0.427747003,-2.083096443,-1.323640161,-0.569169077,-3.087874471,-0.880107868,0.029706426,0.143207523,0.926605174,2
-0.549691756,0.076454418,0.550828382,-1.005031766,0.345122568,-1.082346378,1.031790249,-1.1275652,-0.23948896,-0.078103452,2
